split,event_id_cnty,event_date,year,country,notes,clean_notes,note_hash,duplicate_group_id
test,BGR244,2018-11-05,2018,Bulgaria,"On Nov. 5, 2018: Poultry-farmers protested in Sofia against bird flu measures, which they deemed to be extreme and detrimental to their business.",poultry farmer protested sofia bird flu measure deemed extreme detrimental business,fd7421dca303bca4234c116fad9ef14d65529816fdcee4f76d766157e3dac5b6,note-fd7421dca303bca4
test,HRV159,2018-10-27,2018,Croatia,"On 27 October 2018, 2018 in Croatia's capital Zagreb the Animal Liberation Initiative organized an international protest to ban hunting, attended by activists from several countries.",2018 croatia capital zagreb animal liberation initiative organized international protest ban hunting attended activist several country,ac11777959e291711d54ddb44637c5d0feaf3e9087f759ed02a03b01dfc1176e,note-ac11777959e29171
test,GRC18,2018-01-21,2018,Greece,"On 21 January 2018, far right rioters heading to the rally in central Thessaloniki against the use of the name Macedonia by the neighbouring Former Yugoslav Republic clashed with members of the free social space 'The School', who are occupying an old school building. The rioters attacked the building using stones and teargas. No injuries were reported.",far right rioter heading rally central thessaloniki use name macedonia neighbouring former yugoslav republic clashed member free social space school occupying old school building rioter attacked building using stone teargas injury reported,5146e8811d23d35c3aa39e31ec3fb065e14c45cba39c5f21be8112cd172bd555,note-5146e8811d23d35c
test,XKX123,2018-11-23,2018,Kosovo,"On 23 November 2018, ethnic Serbians organized a protest in Jarinje, Kosovo, sparked by the arrest earlier that day of four Serbs on suspicion of killing a prominent Serb politician Oliver Ivanovic in January 2018. Citizens also protested the increase in tax duties by 100 percent on goods imported from Central Serbia.",ethnic serbian organized protest jarinje kosovo sparked arrest earlier day four serb suspicion killing prominent serb politician oliver ivanovic january 2018 citizen also protested increase tax duty 100 percent good imported central serbia,5d9cd80ac870aa1508a784f26c58065f4e0107bc5cf745cfa2008ae64d946fe7,note-5d9cd80ac870aa15
test,MDA55,2018-05-16,2018,Moldova,"On 16 May 2018, dozens of members and supporterss of the Moldovan Liberal Party protested division of Moldova from Romania outside the Russian embassy in Chisinau.",dozen member supporterss moldovan liberal party protested division moldova romania outside russian embassy chisinau,9b50d9a9cac2a175fa18ba4054dd3f5a108b6e85417f9eda0df293bfdd9ef5bc,note-9b50d9a9cac2a175
test,ROU115,2018-06-26,2018,Romania,"On 26 June 2018, more than one hundred people protested in Cluj-Napoca demanding the resignation of PM Viorica Dancila and PSD leader Liviu Dragnea.",one hundred people protested cluj napoca demanding resignation pm viorica dancila psd leader liviu dragnea,67ef20c5588588bf807f2a5d6ff4f27e86f75a102447435f4f71b1e487ea037c,note-67ef20c5588588bf
test,ROU241,2018-12-21,2018,Romania,"On 22 December 2018, passengers of a train blocked the railway in Bucharest's Gara de Nord, protesting the overcrowded railcars.",passenger train blocked railway bucharest gara de nord protesting overcrowded railcar,527dfb646177370ff0ed7f705a0fe5350fd97fce195a9e7ab6ae6c684a14eab1,note-527dfb646177370f
test,ROU570,2018-02-05,2018,Romania,"On 5 February 2018, around 40 people protested outside the PSD regional office in Sibiu, raising concern about the penal code modifications on corruption, and the judicial system.",around 40 people protested outside psd regional office sibiu raising concern penal code modification corruption judicial system,84dcff2df3e1bb04cb24b9e7ecb65aa1e9b159bbd8bfe51db1acfb06264cf7f6,note-84dcff2df3e1bb04
test,SRB164,2018-09-04,2018,Serbia,"On 4 September 2018, 2018 in Belgrade settlement of Vozdovac, parents of children attending elementary school 'Zmaj Jovan Jovanovic' staged a protest over frequent changes of teachers in their children's class.",2018 belgrade settlement vozdovac parent child attending elementary school zmaj jovan jovanovic staged protest frequent change teacher child class,ca8e0fa6f85392548c85bb162cdd147be04dc030768cbf3121647fefba502332,note-ca8e0fa6f8539254
test,ALB535,2019-08-20,2019,Albania,"On 20 August 2019, civil society and members of patriotic organizations held a protest at the memorial located in honor of the 251 Turkish citizens killed during the 2016 coup in Turkey.",civil society member patriotic organization held protest memorial located honor 251 turkish citizen killed 2016 coup turkey,d9b82f22a6be06c12bd3dafeb7ab9831155424798c51e61c3cf6e0a9fc30032b,note-d9b82f22a6be06c1
test,BIH393,2019-07-11,2019,Bosnia and Herzegovina,"On 11 July 2019, more than a thousand former workers of the 'Aluminij' company, mainly ethnic Croatians, and their supporters demonstrated in front of the Croatian Democratic Union (HDZ) headquarters in Mostar, Bosnia and Herzegovina. Two people were arrested after an object was thrown at HDZ's president's car.",thousand former worker aluminij company mainly ethnic croatian supporter demonstrated front croatian democratic union hdz headquarters mostar bosnia herzegovina two people arrested object thrown hdz president car,eaf7869267de1830aac14db068f7feab49d3b7bd99b94e8abb3eaea81676965f,note-eaf7869267de1830
test,BGR426,2019-03-15,2019,Bulgaria,"On 15 March 2019, about 50 young people held a school strike for climate in Sofia under the name 'Fridays for Future' to express their concern for climate change and ask government for action.",50 young people held school strike climate sofia name friday future express concern climate change ask government action,0861e9829a0a10ed6797fc7df9889f65adbbe1e96885ff434b15016a4b2178db,note-0861e9829a0a10ed
test,BGR735,2019-11-08,2019,Bulgaria,"On 8 November 2019, parents led by the Parents United for Children Association held a protest in Sandanski against the new social services law, which they fear would enable social services to take their children away without their knowledge and consent.",parent led parent united child association held protest sandanski new social service law fear would enable social service take child away without knowledge consent,d6ec7d2fbe56a4cf5f8d9010f2ba399de830ca4229883e5a5ed756caaecfd2e2,note-d6ec7d2fbe56a4cf
test,HRV310,2019-06-27,2019,Croatia,"On 27 June 2019, a group of 12 citizens from Dubrovnik, Croatia started a 529-kilometer-long peace march to Srebrenica, Bosnia and Herzegovina to commemorate all civilian victims of the war in Bosnia.",group 12 citizen dubrovnik croatia started 529 kilometer long peace march srebrenica bosnia herzegovina commemorate civilian victim war bosnia,c230f0b48fb832409aa6cbef22b04fd38f10ab483313633a06181ac7c4581078,note-c230f0b48fb83240
test,CYP193,2019-07-05,2019,Cyprus,"On 5 July 2019, residents of Mammari and the surrounding area in the outskirts of Nicosia protested against the 'unbearable smell' of livestock and chicken farms in close proximity to their homes. Representatives of political parties AKEL and DISY were present at the protest.",resident mammari surrounding area outskirt nicosia protested unbearable smell livestock chicken farm close proximity home representative political party akel disy present protest,885220c508294d95249497074694a5ee4b0ade4b0f74e5cc565db20132c4ae16,note-885220c508294d95
test,GRC1126,2019-11-04,2019,Greece,"On 4 November 2019, residents of Chios blocked symbolically the road leading to VIAL, the island's reception facility hosting some 5,000 migrants near the village of Chalkeio, to protest the camp's growing population that is several times above its maximum capacity.",resident chios blocked symbolically road leading vial island reception facility hosting 5 000 migrant near village chalkeio protest camp growing population several time maximum capacity,cebe4ff360e900f66e591d93a42066377fbc5246ae0fb62892c52a40a87554bf,note-cebe4ff360e900f6
test,GRC1286,2019-12-05,2019,Greece,"On 5 December 2019, on the day the government's deadline for voluntary evacuation of building occupations expired, more than 800 anarchists and members of anti-establishment groups marched in central Athens towards parliament shouting slogans against the evacuation of building occupations.",day government deadline voluntary evacuation building occupation expired 800 anarchist member anti establishment group marched central athens towards parliament shouting slogan evacuation building occupation,18134303bf8cac6b98541c4dc5f7992268049eb345bc275bb52d52849cad6bbd,note-18134303bf8cac6b
test,GRC501,2019-02-09,2019,Greece,"On Feb. 9 2019, in an escalation of the countrywide farmers' mobilisations since Jan. 28, farmers at the junction of Derveni blocked traffic on both lanes of the Kavala-Thessaloniki highway allowing only emergency cases to drive through. They are mainly protesting against high energy and production costs and high taxation.",escalation countrywide farmer mobilisation since jan 28 farmer junction derveni blocked traffic lane kavala thessaloniki highway allowing emergency case drive mainly protesting high energy production cost high taxation,a2c099bbf5d3217032814c393ce936fc10c99c082ec893ee1b000b9ca666730d,note-a2c099bbf5d32170
test,XKX276,2019-10-19,2019,Kosovo,"On 19 October 2019, the KDTP organized a protest in Prizren, as a reaction to a protest against the Turkish intervention that was held in Pristina.",kdtp organized protest prizren reaction protest turkish intervention held pristina,5d7c8626b5e663c1683a65acb0fbe941179e7252e4b9eb0d2fbabe454ac2eacc,note-5d7c8626b5e663c1
test,MDA369,2019-07-30,2019,Moldova,"On 30 July 2019, several people protested outside the Supreme Council of Magistrature, demanding the cleaning of the judicial system.",several people protested outside supreme council magistrature demanding cleaning judicial system,76748d93ff16c10ef25923a2a18ef65b9dcf42eed354540d1874400ce5ecb69a,note-76748d93ff16c10e
